Payout Date,,,Issued By,Consignor,Payout Type,Total Payout,,,,,,,,,,,,Category,,,,SKU#,Item Name,Date,QTY Sold,Sold Total,Cost Total,Gross Total,NET Total,,,,,Category,,
Teacup,Stickers,07-31-2025,17756,$5.00,75.00%,$5.00,,$3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Otter pin,Keychains,07-31-2025,17756,$15.00,75.00%,$15.00,,$11.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,
My cat likes you,Stickers,07-31-2025,17773,$5.00,75.00%,$5.00,,$3.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,Total Paid:,,$197.00,24,$8.21,,$72.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
07-31-2025,,,Annie Zhou,Zibo YearNotes - 00F,Print List,"$4,620.62",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Item,,Sold,Sale,Agreed,Cost/Split,Aged Price,Discounts,Amount,,,,,,,,,,,,,,,,,,,,,,,,,,,,
mesh tube - orange,Tank tops ,07-01-2025,16407,$29.00,80.00%,$29.00,,$23.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rome mesh top,Long Sleeves,07-01-2025,16412,$38.00,80.00%,$38.00,,$30.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keychain,Keychains,07-01-2025,16413,$14.00,80.00%,$14.00,,$11.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beaded sheer mesh tie halter tank top - white,Lingerie,07-01-2025,16417,$50.00,80.00%,$50.00,,$40.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chain Belt 03,Belts,07-01-2025,16419,$19.00,80.00%,$19.00,,$15.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beaded sheer mesh tie halter tank top - brown,Lingerie,07-01-2025,16420,$50.00,80.00%,$50.00,,$40.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987- snow flake -XL,Tees,07-01-2025,16421,$38.00,80.00%,$38.00,,$30.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brown plaid ruffle skirt,Skirts,07-01-2025,16423,$39.00,80.00%,$39.00,,$31.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
y2k double layer mesh top,Long Sleeves,07-01-2025,16424,$30.00,80.00%,$30.00,,$24.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
y2k gray halter top,Tank tops ,07-01-2025,16426,$23.00,80.00%,$23.00,,$18.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beaded sheer mesh tie halter tank top - pink,Lingerie,07-02-2025,16433,$50.00,80.00%,$50.00,,$40.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2588- washed gray-L,Tees,07-02-2025,16436,$32.00,80.00%,$32.00,,$25.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,
black and white hawaii flower halter top,Tank tops ,07-02-2025,16440,$27.00,80.00%,$27.00,,$21.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,
black beads tie back,Lingerie,07-02-2025,16449,$50.00,80.00%,$50.00,,$40.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beaded sheer mesh tie halter tank top - white,Lingerie,07-03-2025,16471,$50.00,80.00%,$50.00,,$40.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pink shell edge cami,Tank tops ,07-03-2025,16479,$20.00,80.00%,$20.00,,$16.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
white knit black skirt,Skirts,07-03-2025,16479,$39.00,80.00%,$39.00,,$31.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pink stripe cami,Tank tops ,07-03-2025,16480,$30.00,80.00%,$30.00,,$24.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
denim ruffle skort,Skirts,07-03-2025,16494,$39.00,80.00%,$39.00,,$31.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hollister green tanktop,Tank tops ,07-03-2025,16496,$25.00,80.00%,$25.00,,$20.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
black strip halter,Lingerie,07-04-2025,16502,$36.00,80.00%,$36.00,,$28.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hollister blue stripe tanktop,Tank tops ,07-04-2025,16530,$25.00,80.00%,$25.00,,$20.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2588- vintage black - M,Tees,07-04-2025,16531,$32.00,80.00%,$32.00,Sale: 6.40,$20.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1120- light apricot -M,Tees,07-04-2025,16531,$30.00,80.00%,$30.00,Sale: 6.00,$19.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1718-stone gray- S,Tees,07-04-2025,16531,$30.00,80.00%,$30.00,Sale: 6.00,$19.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
black chinese high collar top,Tank tops ,07-04-2025,16535,$30.00,80.00%,$30.00,,$24.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
white lace halter top,Lingerie,07-05-2025,16550,$19.00,80.00%,$19.00,,$15.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
butterfly blue cami,Tank tops ,07-05-2025,16550,$19.00,80.00%,$19.00,,$15.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
black denim ruffle skort,Skirts,07-05-2025,16561,$39.00,80.00%,$39.00,,$31.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blue stripe corsetry,Lingerie,07-05-2025,16564,$40.00,80.00%,$40.00,,$32.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
denim ruffle skort with black lace,Skirts,07-05-2025,16567,$39.00,80.00%,$39.00,,$31.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
black butterfly mesh y2k top,Tank tops ,07-05-2025,16572,$30.00,80.00%,$30.00,,$24.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blue cardi,Cardigans,07-05-2025,16576,$35.00,80.00%,$35.00,,$28.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orange corsetry,Lingerie,07-05-2025,16576,$35.00,80.00%,$35.00,,$28.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
black red bow tie mesh shirt,Long Sleeves,07-05-2025,16576,$37.00,80.00%,$37.00,,$29.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2588- vintage black - S,Tees,07-05-2025,16597,$32.00,80.00%,$32.00,,$25.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,
black butterfly dress,Dresses,07-06-2025,16602,$30.00,80.00%,$30.00,,$24.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
off white levi's denim shorts,Shorts/Jorts,07-06-2025,16605,$36.00,80.00%,$36.00,,$28.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,
black cotton ruffle skort with black lace,Skirts,07-06-2025,16607,$40.00,80.00%,$40.00,,$32.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gold Necklace,Necklaces,07-06-2025,16617,$25.00,80.00%,$25.00,,$20.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
March Daffodil Gold Necklace,Necklaces,07-06-2025,16624,$18.00,80.00%,$18.00,,$14.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,
red 49ers t-shirt,Sportswear,07-07-2025,16639,$30.00,80.00%,$30.00,,$24.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200G VINTAGE WASH Blanks-1120,Tees,07-07-2025,16644,$24.00,80.00%,$24.00,,$19.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
black and white mesh top,Long Sleeves,07-07-2025,16649,$29.00,80.00%,$29.00,,$23.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
purple lace long sleeve shirt,Long Sleeves,07-07-2025,16655,$30.00,80.00%,$30.00,,$24.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chain Belt 03,Belts,07-07-2025,16658,$19.00,80.00%,$19.00,,$15.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
space opera double layer black long sleeve shirt,Long Sleeves,07-07-2025,16663,$34.00,80.00%,$34.00,,$27.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PINK tube skirt,Skirts,07-08-2025,16668,$18.00,80.00%,$18.00,,$14.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,
purple crochet cardi,Cardigans,07-08-2025,16672,$38.00,80.00%,$38.00,,$30.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1718-snow flake- S,Tees,07-08-2025,16675,$30.00,80.00%,$30.00,,$24.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
white cotton crop top,Tees,07-08-2025,16684,$16.00,80.00%,$16.00,,$12.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,
black beads tie back,Lingerie,07-08-2025,16684,$50.00,80.00%,$50.00,,$40.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chain Belt 03,Belts,07-08-2025,16685,$19.00,80.00%,$19.00,,$15.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chain Belt 03,Belts,07-09-2025,16702,$19.00,80.00%,$19.00,,$15.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
red sesame street cami,Tank tops ,07-09-2025,16710,$21.00,80.00%,$21.00,,$16.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,
white lace cami,Tank tops ,07-09-2025,16716,$15.00,80.00%,$15.00,,$12.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
navy blue mesh top,Long Sleeves,07-09-2025,16722,$34.00,80.00%,$34.00,,$27.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beaded sheer mesh tie halter tank top - gold,Lingerie,07-10-2025,16733,$50.00,80.00%,$50.00,,$40.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bowknot hat -navy,Hats,07-10-2025,16751,$19.00,80.00%,$19.00,,$15.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y2K shorts,Shorts/Jorts,07-10-2025,16768,$55.00,80.00%,$55.00,,$44.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
purple flower black one shoulder top,Long Sleeves,07-10-2025,16768,$30.00,80.00%,$30.00,,$24.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gray tube,Tank tops ,07-10-2025,16768,$24.00,80.00%,$24.00,,$19.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Osbra purple cami,Tank tops ,07-10-2025,16768,$19.00,80.00%,$19.00,,$15.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1718-light gray- L,Tees,07-10-2025,16768,$30.00,80.00%,$30.00,,$24.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
y2k double layer mesh top,Long Sleeves,07-11-2025,16771,$30.00,80.00%,$30.00,,$24.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vintage VS black lingerie dress,Lingerie,07-11-2025,16792,$32.00,80.00%,$32.00,,$25.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,
white knit gray skirt,Skirts,07-11-2025,16807,$39.00,80.00%,$39.00,,$31.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brown plaid ruffle skirt,Skirts,07-11-2025,16807,$39.00,80.00%,$39.00,,$31.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1718-light gray- M,Tees,07-11-2025,16809,$30.00,80.00%,$30.00,,$24.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
butterfly blue cami,Tank tops ,07-11-2025,16819,$19.00,80.00%,$19.00,,$15.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
December Holly gold necklace,Necklaces,07-11-2025,16820,$18.00,80.00%,$18.00,,$14.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chain Belt 03,Belts,07-12-2025,16826,$19.00,80.00%,$19.00,,$15.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hollister red tanktop,Tank tops ,07-12-2025,16830,$25.00,80.00%,$25.00,,$20.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
white lily one shoulder top,Long Sleeves,07-12-2025,16841,$29.00,80.00%,$29.00,,$23.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bebe tanktop,Tank tops ,07-12-2025,16841,$30.00,80.00%,$30.00,,$24.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
black crochet cardi with beads,Cardigans,07-12-2025,16843,$40.00,80.00%,$40.00,,$32.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
rome mesh top,Long Sleeves,07-12-2025,16847,$38.00,80.00%,$38.00,,$30.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,
black beads tie back,Lingerie,07-12-2025,16851,$50.00,80.00%,$50.00,,$40.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beaded sheer mesh tie halter tank top - white,Lingerie,07-12-2025,16853,$50.00,80.00%,$50.00,,$40.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
betty boop  stripe cami,Tank tops ,07-12-2025,16867,$24.00,80.00%,$24.00,,$19.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bowknot hat -pink,Hats,07-12-2025,16869,$19.00,80.00%,$19.00,,$15.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
bowknot hat -blue,Hats,07-12-2025,16869,$19.00,80.00%,$19.00,,$15.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
red and white plaid cami,Tank tops ,07-12-2025,16876,$28.00,80.00%,$28.00,,$22.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Faded rose cami,Tank tops ,07-12-2025,16882,$10.00,80.00%,$10.00,,$8.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y2K sunglasses,Misc. Accessories,07-13-2025,16897,$13.00,80.00%,$13.00,,$10.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y2K sunglasses,Misc. Accessories,07-13-2025,16903,$13.00,80.00%,$13.00,,$10.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49ers black t-shirt,Sportswear,07-13-2025,16906,$30.00,80.00%,$30.00,,$24.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tommy Hilfiger Hobo bag,Bags,07-13-2025,16917,$39.00,80.00%,$39.00,,$31.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2587 -  Vintage Black - M,Tees,07-13-2025,16924,$38.00,80.00%,$38.00,,$30.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,
white forever 18 cami,Tank tops ,07-13-2025,16926,$11.00,80.00%,$11.00,,$8.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pink stripe cami,Tank tops ,07-13-2025,16928,$30.00,80.00%,$30.00,,$24.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2588- vintage black - XL,Tees,07-13-2025,16939,$32.00,80.00%,$32.00,,$25.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beaded sheer mesh tie halter tank top - gold,Lingerie,07-13-2025,16946,$50.00,80.00%,$50.00,,$40.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chain Belt 03,Belts,07-13-2025,16947,$19.00,80.00%,$19.00,,$15.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
white jersey skort,Skirts,07-14-2025,16950,$39.00,80.00%,$39.00,,$31.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1120-vintage black-L,Tees,07-14-2025,16952,$30.00,80.00%,$30.00,,$24.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keychain,Keychains,07-14-2025,16957,$14.00,80.00%,$14.00,,$11.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
vintage black lingerie dress,Lingerie,07-14-2025,16965,$19.00,80.00%,$19.00,,$15.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LIME black little dress,Lingerie,07-15-2025,16970,$29.00,80.00%,$29.00,,$23.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chain Belt 03,Belts,07-15-2025,16974,$19.00,80.00%,$19.00,,$15.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chain Belt 03,Belts,07-15-2025,16991,$19.00,80.00%,$19.00,,$15.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Juicy handbag,Bags,07-15-2025,16994,$39.00,80.00%,$39.00,,$31.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
denim ruffle skort with black lace,Skirts,07-16-2025,17002,$39.00,80.00%,$39.00,,$31.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1755 - Black - XL,Tees,07-16-2025,17009,$39.00,80.00%,$39.00,Sale: 0.08,$31.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2588- washed gray-L,Tees,07-16-2025,17009,$32.00,80.00%,$32.00,Sale: 0.06,$25.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1718-vintage green - XL,Tees,07-16-2025,17009,$30.00,80.00%,$30.00,Sale: 0.06,$23.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TB25  Black Silky lingerie  dress,Lingerie,07-16-2025,17011,$25.00,80.00%,$25.00,,$20.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1718-vintage green - L,Tees,07-16-2025,17013,$30.00,80.00%,$30.00,,$24.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987- Gray - L,Tees,07-16-2025,17021,$32.00,80.00%,$32.00,,$25.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1718- bluish gray -L,Tees,07-16-2025,17036,$30.00,80.00%,$30.00,Sale: 6.00,$19.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
purple cotton button front tank top,Tank tops ,07-17-2025,17046,$35.00,80.00%,$35.00,,$28.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
white cotton button front tank top,Tank tops ,07-17-2025,17046,$35.00,80.00%,$35.00,,$28.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oat White top,Tees,07-17-2025,17047,$17.00,80.00%,$17.00,,$13.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y2K sunglasses,Misc. Accessories,07-17-2025,17053,$13.00,80.00%,$13.00,,$10.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C7-A342 - black,Skirts,07-17-2025,17058,$39.00,80.00%,$39.00,,$31.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
black butterfly sequence y2k top,Long Sleeves,07-17-2025,17061,$39.00,80.00%,$39.00,,$31.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
black rose skull tube,Tank tops ,07-17-2025,17066,$22.00,80.00%,$22.00,,$17.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,
white butterfly sequence y2k top,Long Sleeves,07-18-2025,17075,$39.00,80.00%,$39.00,,$31.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pink cupcake skort,Skirts,07-18-2025,17083,$39.00,80.00%,$39.00,,$31.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AF white sweater,Sweaters,07-18-2025,17087,$39.00,80.00%,$39.00,,$31.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brown and rainbow sheer halter top,Lingerie,07-18-2025,17088,$29.00,80.00%,$29.00,,$23.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
K7-A220 white dress,Dresses,07-18-2025,17099,$39.00,80.00%,$39.00,,$31.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
yellow cotton button front tank top,Tank tops ,07-18-2025,17109,$35.00,80.00%,$35.00,,$28.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
green stripe cami dress,Dresses,07-18-2025,17112,$30.00,80.00%,$30.00,,$24.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
A326 - SKirt,Skirts,07-18-2025,17112,$49.00,80.00%,$49.00,,$39.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chain Belt 02,Belts,07-18-2025,17113,$19.00,80.00%,$19.00,,$15.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
black beads tie back,Lingerie,07-18-2025,17115,$50.00,80.00%,$50.00,,$40.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
american age shirt,Tees,07-18-2025,17118,$28.00,80.00%,$28.00,,$22.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gaze black cami,Tank tops ,07-18-2025,17119,$16.00,80.00%,$16.00,,$12.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beaded sheer mesh tie halter tank top - white,Lingerie,07-19-2025,17135,$50.00,80.00%,$50.00,,$40.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keychain,Keychains,07-19-2025,17138,$14.00,80.00%,$14.00,,$11.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987- Gray - M,Tees,07-19-2025,17143,$32.00,80.00%,$32.00,,$25.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2005 - Black - L,Tees,07-19-2025,17157,$40.00,80.00%,$40.00,,$32.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gray cupcake skort,Skirts,07-19-2025,17163,$39.00,80.00%,$39.00,,$31.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G Pink shorts,Shorts/Jorts,07-19-2025,17163,$34.00,80.00%,$34.00,,$27.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1120-vintage green-M,Tees,07-19-2025,17164,$30.00,80.00%,$30.00,Sale: 6.00,$19.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2588- washed gray-M,Tees,07-19-2025,17164,$32.00,80.00%,$32.00,Sale: 6.40,$20.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1718-vintage green - M,Tees,07-19-2025,17164,$30.00,80.00%,$30.00,Sale: 6.00,$19.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chain Belt 02,Belts,07-19-2025,17166,$19.00,80.00%,$19.00,,$15.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
white lace tube,Tank tops ,07-19-2025,17171,$34.00,80.00%,$34.00,,$27.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pink stripe cami,Tank tops ,07-19-2025,17173,$30.00,80.00%,$30.00,,$24.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
shoulder off mesh top - blue,Long Sleeves,07-19-2025,17176,$36.00,80.00%,$36.00,,$28.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,
black flower tank top,Tank tops ,07-19-2025,17181,$20.00,80.00%,$20.00,,$16.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y2K sunglasses,Misc. Accessories,07-19-2025,17182,$13.00,80.00%,$13.00,,$10.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brown pleated mini skirt,Skirts,07-19-2025,17184,$26.00,80.00%,$26.00,,$20.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Motel cami dress,Dresses,07-19-2025,17185,$30.00,80.00%,$30.00,,$24.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
white knit brown skirt,Skirts,07-19-2025,17186,$39.00,80.00%,$39.00,,$31.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pink and orange mesh tank top,Tank tops ,07-19-2025,17194,$30.00,80.00%,$30.00,,$24.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AF sports short,Shorts/Jorts,07-19-2025,17198,$29.00,80.00%,$29.00,,$23.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
F2-A342 skirt,Skirts,07-19-2025,17215,$30.00,80.00%,$30.00,,$24.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chain Belt 03,Belts,07-19-2025,17220,$19.00,80.00%,$19.00,,$15.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2b bebe black dress,Dresses,07-20-2025,17221,$40.00,80.00%,$40.00,,$32.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oat white lace halter top,Lingerie,07-20-2025,17231,$24.00,80.00%,$24.00,,$19.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
blue rose dress,Dresses,07-20-2025,17237,$34.00,80.00%,$34.00,,$27.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chain Belt 02,Belts,07-20-2025,17240,$19.00,80.00%,$19.00,,$15.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
orange mesh cami,Tank tops ,07-20-2025,17261,$30.00,80.00%,$30.00,,$24.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019- BB/gray-M,Tees,07-20-2025,17266,$43.00,80.00%,$43.00,Sale: 8.60,$27.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1718- bluish gray -M,Tees,07-20-2025,17266,$30.00,80.00%,$30.00,Sale: 6.00,$19.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2583 - Black - M,Tees,07-20-2025,17266,$38.00,80.00%,$38.00,Sale: 7.60,$24.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,
white butterfly dress,Dresses,07-20-2025,17271,$30.00,80.00%,$30.00,,$24.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
betty boop tank top,Tank tops ,07-20-2025,17275,$29.00,80.00%,$29.00,,$23.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y2K sunglasses,Misc. Accessories,07-20-2025,17276,$13.00,80.00%,$13.00,,$10.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,
belldini brown sweater,Sweaters,07-20-2025,17286,$39.00,80.00%,$39.00,,$31.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
pink stripe halter top,Lingerie,07-20-2025,17293,$29.00,80.00%,$29.00,,$23.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
cal hat-pink,Hats,07-21-2025,17300,$18.00,75.00%,$18.00,,$13.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,
white crochet cardi,Cardigans,07-21-2025,17304,$40.00,80.00%,$40.00,,$32.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200G NEW WAVE Blanks-n120,Tees,07-21-2025,17319,$24.00,80.00%,$24.00,,$19.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2588 - washed gray - XL,Tees,07-21-2025,17322,$32.00,80.00%,$32.00,,$25.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VS black lingerie skirt,Skirts,07-21-2025,17335,$30.00,80.00%,$30.00,,$24.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brown stripe corsetry,Lingerie,07-21-2025,17336,$40.00,80.00%,$40.00,,$32.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
brown crochet cardi,Cardigans,07-22-2025,17342,$39.00,80.00%,$39.00,,$31.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
black polka dot mesh cami,Tank tops ,07-22-2025,17351,$29.00,80.00%,$29.00,,$23.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
talent red lace top,Lingerie,07-23-2025,17377,$28.00,80.00%,$28.00,,$22.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,
White elastic cotton cami,Tank tops ,07-23-2025,17387,$29.00,80.00%,$29.00,,$23.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987- snow flake -L,Tees,07-23-2025,17387,$38.00,80.00%,$38.00,,$30.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1718-stone gray- XL,Tees,07-23-2025,17387,$30.00,80.00%,$30.00,,$24.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,
C4-A310,Skirts,07-23-2025,17388,$39.00,80.00%,$39.00,,$31.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Y2K sunglasses,Misc. Accessories,07-23-2025,17391,$13.00,80.00%,$13.00,,$10.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,
